B01REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B07A;B12;B16T;B26;E01A;E01B;E01C;E01H;ED01;ED02;ED03;ED0504;ED06C;ED08;ED10;e01aimde;e01hde;pobrezai;pobnopoi
2;8;8;8;0;0;8;8;8;1;7600000;1;7600000;0;0;0;2;1;1;2404;1;19;2;7576305,534;0;3;0
5;8;8;0;8;0;0;0;8;2;1500000;1;1500000;0;0;0;2;1;1;2404;14;19;1;1495323,461;0;2;1
9;14;14;14;0;0;15;15;2;2;0;4;1700000;0;0;0;2;1;1;2404;14;19;2;1694699,922;0;2;1
7;8;8;8;0;5;8;8;0;2;1800000;4;1800000;0;0;0;2;1;1;306; ;19;15;1794388,153;0;3;0
9;5;0;5;0;0;5;0;15;6;500000;4;500000;0;0;0;2;1;1;606; ;19;1;498441,154;0;3;0
9;6;6;6;6;0;6;6;1;2;1600000;4;1990000;0;0;0;1;1;1;903; ;19;1;1966931,994;0;2;1
5;6;6;6;6;6;0;6;10;6;950000;4;1288000;0;0;0;2;1;1;2405;14;19;1;1273069,552;0;3;0
5;8;8;8;8;8;0;8;4;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;1;1976816,074;0;3;0
7;8;8;8;8;8;0;8;1;2;1800000;4;1800000;0;0;0;2;1;1;409; ;19;1;1779134,467;0;3;0
7;10;10;10;10;10;0;5;6;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;1;1976816,074;0;3;0
9;10;10;10;0;0;0;0;3;2;1400000;4;1400000;0;0;0;2;1;1;902; ;19;2;1383771,252;0;3;0
5;9;9;9;9;9;0;9;12;2;1500000;1;2020000;0;0;0;2;1;1;903; ;19;2;1996584,235;0;3;0
7;10;10;10;10;10;0;10;12;2;800000;4;800000;0;0;0;2;1;1;903; ;19;6;790726,43;0;3;0
7;10;10;10;10;10;0;10;8;2;2000000;4;2000000;0;0;0;1;1;1;903; ;19;2;1976816,074;0;3;0
7;8;8;8;8;8;0;8;0;2;1800000;4;1800000;0;0;0;1;1;1;306; ;19;1;1779134,467;0;2;1
9;8;5;8;5;8;0;5;21;6;1600000;4;2400000;0;0;0;2;1;1;903; ;19;1;2372179,289;0;3;0
9;8;8;8;0;8;8;8;1;2;2000000;3;2000000;0;0;0;2;1;1;903; ;19;1;2018942,384;0;3;0
9;7;7;7;0;7;7;7;25;6;800000;4;1300000;500000;0;0;2;1;1;503; ;19;1;1312312,549;0;3;0
8;9;9;9;9;0;9;9;10;2;5000000;4;5000000;0;0;0;1;1;1;306; ;19;1;5047355,959;0;3;0
5;5;5;5;0;5;5;5;0;6;560000;4;560000;0;0;0;2;1;1;304; ;19;1;565303,867;0;3;0
9;10;10;10;0;5;10;10;12;2;1100000;4;1100000;100000;0;0;1;1;1;301; ;19;1;1110418,311;0;3;0
2;5;5;5;0;0;5;5;20;1;2850000;1;3949000;2850000;0;0;2;1;1;2404;1;19;2;3903223,338;0;3;0
5;8;8;8;0;8;8;8;2;2;1200000;4;1200000;0;0;0;1;1;1;903; ;19;1;1186089,645;0;3;0
9;0;0;3;0;0;3;0;10;6;500000;4;500000;200000;0;0;2;1;1;2405;1;19;2;494204,019;0;3;0
5;8;8;8;0;8;8;8;2;2;2400000;1;2400000;0;0;0;2;1;1;903; ;19;2;2372179,289;0;3;0
3;9;9;9;0;9;9;9;4;2;0;4;4000000;0;0;0;1;1;1;903; ;19;2;3953632,148;0;3;0
3;8;8;8;0;0;8;8;16;1;2400000;1;2400000;0;0;0;1;1;1;2404;1;19;2;2372179,289;0;3;0
5;8;8;8;8;8;8;8;2;2;2650000;4;4210000;0;0;0;3;1;1;605; ;19;1;4161197,836;0;3;0
9;10;10;0;5;10;10;10;10;6;1000000;4;1300000;0;0;0;2;1;1;408; ;19;2;1300000;0;3;0
9;10;10;0;5;10;10;10;10;6;1000000;4;1300000;0;0;0;2;1;1;408; ;19;2;1300000;0;3;0
7;8;8;0;5;8;8;8;7;2;2080000;4;2080000;0;0;0;1;1;1;2002;7;19;2;2080000;0;3;0
9;5;5;0;0;5;5;5;0;6;800000;4;800000;0;0;0;1;1;1;409; ;19;1;800000;0;3;0
8;8;8;0;0;8;8;8;13;2;7000000;4;7000000;0;0;0;1;1;1;408; ;19;15;7000000;0;3;0
4;10;0;10;10;10;10;10;1;2;2300000;1;2300000;0;0;0;2;1;1;903; ;19;2;2300000;0;3;0
6;5;5;0;5;5;5;5;10;2;1040000;4;1040000;0;0;0;1;1;1;306; ;19;1;1040000;0;3;0
6;5;5;0;5;5;5;5;3;2;1040000;4;1040000;0;0;0;1;1;1;306; ;19;1;1040000;0;3;0
2;0;0;0;0;0;0;0;15;1;600000;1;600000;3000000;0;0;1;1;1;2103;4;19;5;600000;0;3;0
9;3;3;3;0;6;3;3;18;2;600000;4;600000;0;0;0;1;1;1;902; ;19;1;598129,384;0;1;1
9;3;3;3;0;6;3;3;14;2;600000;4;600000;0;0;0;1;1;1;303; ;19;6;598129,384;0;1;1
5;12;12;12;0;6;12;12;0;6;1000000;4;1500000;0;0;0;1;1;1;306; ;19;6;1507069,914;0;3;0
5;8;8;8;8;8;8;8;0;6;400000;4;700000;0;0;0;1;1;1;302; ;19;14;703299,293;0;3;0
2;4;4;4;0;0;4;4;3;1;2600000;1;2600000;1150000;542000;0;2;1;1;2405;1;19;2;2612254,517;0;3;0
9;6;0;6;6;6;6;6;27;6;500000;4;980000;0;0;0;1;1;1;303; ;19;6;976944,661;0;3;0
6;2;2;2;2;2;2;2;2;2;300000;4;300000;0;0;0;1;1;1;306; ;19;1;299064,692;0;1;1
2;0;0;0;0;5;5;8;12;1;3800000;1;3800000;500000;0;0;3;1;1;2405;1;19;2;3805951,449;0;3;0
3;0;8;0;8;8;8;8;10;1;2600000;3;3600000;0;0;0;3;1;1;2405;1;19;1;3605638,215;0;3;0
1;6;6;6;0;6;6;6;4;1;5000000;3;6140000;0;0;0;3;1;1;2404;1;19;2;6149616,288;0;3;0
3;10;10;0;6;10;10;10;0;2;2200000;3;2200000;0;0;0;3;1;1;2405;14;19;18;2203445,576;0;3;0
4;0;8;0;0;8;8;8;10;2;3800000;3;3800000;0;0;0;2;1;1;2405;1;19;2;3805951,449;0;3;0
3;0;0;0;0;9;9;9;1;2;3300000;3;7800000;0;0;0;1;1;1;2405;1;19;2;7812216,132;0;3;0
9;5;0;5;5;5;5;5;20;6;500000;4;800000;0;0;0;1;2;1;301; ;19;14;800000;0;2;1
7;8;0;5;8;8;8;8;5;2;1800000;4;1800000;0;0;0;1;1;1;305; ;19;1;1800000;0;2;1
6;5;0;5;5;5;5;5;0;2;1000000;4;1200000;0;0;0;1;1;1;304; ;19;1;1200000;0;2;1
9;9;0;0;9;9;9;9;0;6;500000;4;830000;0;0;0;1;1;1;903; ;19;2;830000;0;3;0
9;11;0;5;11;11;11;11;2;2;1000000;4;1000000;0;0;0;1;1;1;409; ;19;2;1000000;0;3;0
2;8;0;0;8;8;8;8;27;1;6000000;1;6000000;0;0;0;2;1;1;2404;1;19;5;6000000;0;3;0
2;0;12;0;0;12;0;12;10;1;2800000;3;2800000;0;0;0;2;1;1;2404;1;19;2;2800000;0;3;0
9;5;0;0;5;0;0;0;11;6;200000;4;200000;0;0;0;1;1;1;306; ;19;15;200156,495;0;2;1
8;8;8;8;0;8;8;8;0;2;2300000;3;2300000;0;0;0;2;1;1;2404;1;19;2;2300000;0;3;0
9;12;12;12;12;12;0;12;7;2;3600000;3;3600000;0;0;0;1;1;1;503; ;19;1;3600000;0;3;0
9;0;5;2;0;0;2;0;10;6;500000;4;500000;0;0;0;1;1;1;409; ;19;6;500000;0;3;0
8;0;0;8;8;8;8;0;25;2;4000000;1;4440000;0;0;0;2;1;1;606; ;19;2;4440000;0;3;0
2;0;0;8;8;8;8;0;17;1;5000000;1;5000000;0;0;0;2;1;1;2103;2;19;2;5000000;0;3;0
8;0;0;8;8;8;8;8;12;1;2500000;2;2500000;0;0;0;2;1;1;503; ;19;1;2500000;0;3;0
2;0;0;8;8;8;8;0;2;1;6500000;1;6500000;0;0;0;2;1;1;2404;1;19;2;6500000;0;3;0
8;0;12;12;12;12;12;12;20;2;2400000;1;2400000;0;0;0;2;1;1;606; ;19;2;2403758,81;0;3;0
3;8;8;0;8;8;8;8;13;2;1500000;3;1500000;0;0;0;1;1;1;503; ;19;14;1502349,256;0;3;0
9;8;8;8;8;8;0;8;6;2;3200000;1;3200000;0;0;0;1;1;1;306; ;19;2;3205011,746;0;3;0
8;8;8;0;8;8;8;8;2;2;2200000;3;2200000;0;0;0;2;1;1;901; ;19;1;2203445,576;0;3;0
8;8;8;0;8;8;8;8;2;2;2600000;3;2600000;0;0;0;3;1;1;903; ;19;1;2604072,044;0;3;0
9;12;12;12;0;12;12;12;20;2;2400000;1;2400000;0;0;0;2;1;1;501; ;19;12;2403758,81;0;3;0
9;8;8;8;0;8;8;8;0;6;1000000;4;1390000;0;0;0;2;1;1;306; ;19;1;1392176,977;0;3;0
8;8;8;8;8;8;8;8;16;2;3500000;3;4060000;0;0;0;1;1;1;606; ;19;2;4066358,653;0;3;0
3;8;8;8;0;0;8;8;3;1;3800000;3;3800000;0;0;0;1;1;1;2003;7;19;2;3805951,449;0;3;0
7;10;10;10;0;5;10;10;15;2;2500000;4;2500000;0;0;0;2;1;1;306; ;19;2;2503915,427;0;3;0
7;9;9;9;9;0;9;9;22;2;2800000;4;2800000;0;0;0;2;1;1;903; ;19;2;2791270,46;0;3;0
3;8;8;8;8;0;0;8;3;1;2500000;3;2500000;0;0;0;2;1;1;2405;1;19;2;2492205,768;0;3;0
9;6;6;6;6;0;6;6;10;2;1800000;4;1800000;0;0;0;1;1;1;306; ;19;1;1794388,153;0;3;0
9;8;8;8;8;0;5;8;28;6;2200000;4;3110000;0;0;0;2;1;1;304; ;19;1;3100303,975;0;3;0
9;12;12;12;1;0;12;12;3;2;3500000;1;3500000;0;0;0;1;1;1;306; ;19;1;3489088,075;0;3;0
9;10;10;10;10;0;6;10;10;2;1600000;4;1600000;0;0;0;1;2;1;302; ;19;1;1595011,691;0;3;0
8;8;8;8;0;8;8;8;2;2;3200000;1;3200000;0;0;0;2;1;1;606; ;19;16;3200000;0;3;0
5;6;6;0;0;6;6;6;0;1;1000000;3;1000000;0;0;0;2;1;1;2404;1;19;2;1000000;0;3;0
5;5;5;0;5;5;5;5;1;2;600000;4;600000;0;0;0;1;1;1;2405;1;19;1;600000;0;3;0
7;9;9;0;4;9;9;9;5;2;2200000;4;2200000;0;0;0;1;1;1;902; ;19;2;2200000;0;3;0
9;8;8;0;6;8;8;8;5;6;600000;4;1320000;0;0;0;2;1;1;306; ;19;1;1320000;0;2;1
9;8;8;0;6;8;8;8;5;2;2340000;4;2340000;0;0;0;2;1;1;409; ;19;15;2340000;0;3;0
7;0;4;8;8;8;8;8;2;2;1200000;4;1200000;0;0;0;1;1;1;903; ;19;1;1196258,769;0;2;1
7;2;2;2;2;2;2;2;5;2;120000;4;120000;0;0;0;1;1;1;305; ;19;1;119625,877;0;1;1
2;0;0;0;4,3;0;0;4,3;14;1;2000000;1;2250000;3000000;0;0;2;1;1;2404;1;19;16;2232544,608;0;3;0
1;6;8;8;8;0;0;8;7;1;5000000;1;5000000;0;0;0;1;1;1;2404;1;19;2;4961210,24;0;3;0
5;12;12;12;12;12;12;12;5;1;4600000;1;4600000;0;0;0;1;1;1;2302;6;19;2;4564313,421;0;3;0
9;8;8;8;8;0;0;8;1;6;400000;4;400000;0;0;0;1;1;1;903; ;19;1;396896,819;0;1;1
7;8;8;0;8;0;8;8;15;2;1560000;4;1560000;0;0;0;1;1;1;306; ;19;1;1537164,869;0;2;1
7;10;10;0;6;0;10;10;5;2;2200000;4;2200000;0;0;0;1;1;1;306; ;19;1;2167796,61;0;3;0
9;8;8;0;5;8;8;8;0;2;1200000;4;1200000;0;0;0;2;1;1;306; ;19;1;1182434,515;0;3;0
8;11;11;0;11;11;11;11;4;2;2500000;3;2500000;0;0;0;1;1;1;306; ;19;1;2463405,239;0;3;0
2;4;4;4;0;0;4;4;8;1;2400000;1;2400000;0;0;0;2;1;1;2404;1;19;2;2381380,915;0;2;1
4;10;10;10;0;10;10;10;9;2;1500000;3;2300000;0;0;0;3;1;1;2404;14;19;2;2282156,711;0;3;0
5;8;8;8;0;5;8;8;3;2;2600000;3;4000000;1000000;1500000;0;2;1;1;2403;14;19;2;3968968,192;0;3;0
9;8;8;8;0;4;8;8;4;2;2000000;4;2000000;0;0;0;2;1;1;409; ;19;2;1984484,096;0;3;0
9;6;6;6;0;6;6;6;5;6;700000;4;1900000;0;0;0;2;1;1;903; ;19;2;1885259,891;0;3;0
4;0;0;0;0;0;0;0;11;2;4500000;3;4500000;0;0;0;4;1;1;903; ;19;14;4465089,216;0;3;0
1;8;8;8;0;6;8;8;4;2;10000000;3;10000000;0;0;0;4;1;1;2405;1;19;2;9922420,481;0;3;0
9;4;0;0;0;4;0;0;0;6;400000;4;400000;0;0;0;2;1;1;903; ;19;1;400000;0;3;0
9;8;8;0;5;8;8;8;2;2;2470000;3;2470000;0;0;0;2;1;1;903; ;19;2;2470000;0;3;0
9;5;5;0;0;5;5;5;1;2;2340000;3;2340000;0;0;0;2;1;1;409; ;19;15;2340000;0;3;0
7;0;0;0;0;0;0;8;16;2;2200000;4;2200000;0;0;0;2;1;1;306; ;19;1;2167796,61;0;2;1
2;0;0;0;0;0;0;0;20;1;2500000;1;2800000;2500000;0;0;2;1;1;2103;3;19;14;2759013,867;0;3;0
7;12;12;12;0;12;12;12;0;2;2400000;1;2400000;300000;0;0;3;1;1;903; ;19;2;2364869,029;0;3;0
7;9;9;9;0;5;9;9;20;2;2400000;4;2400000;0;0;0;2;1;1;606; ;19;2;2364869,029;0;3;0
9;10;10;10;0;0;10;10;23;6;2000000;1;2330000;0;0;0;3;1;1;606; ;19;1;2295893,683;0;3;0
1;9;9;9;0;0;9;9;6;2;5000000;1;5000000;0;0;0;2;1;1;903; ;19;2;4926810,478;0;3;0
9;10;10;10;0;6;0;10;30;2;800000;4;800000;0;0;0;2;1;1;306; ;19;1;788289,676;0;2;1
9;0;0;0;0;5;8;8;4;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;1;1993764,614;0;3;0
9;0;0;0;0;5;0;5;25;6;240000;4;280000;0;0;0;1;1;1;304; ;19;1;279127,046;0;2;1
7;8;8;8;8;0;0;8;15;2;2400000;4;2400000;0;0;0;1;1;1;605; ;19;6;2411311,862;0;2;1
9;4;0;4;8;0;0;4;10;6;800000;4;800000;0;0;0;2;1;1;903; ;19;16;803770,621;0;2;1
9;8;8;8;8;0;0;8;9;2;1700000;4;1700000;0;0;0;1;1;1;306; ;19;6;1708012,569;0;3;0
6;8;8;8;8;0;0;8;3;6;1600000;1;1600000;0;0;0;1;1;1;306; ;19;6;1607541,241;0;3;0
6;9;9;9;9;0;0;9;7;6;2000000;4;2000000;0;0;0;2;1;1;902; ;19;14;2009426,551;0;3;0
6;6;6;6;6;6;6;6;2;2;800000;4;800000;0;0;0;3;1;1;903; ;19;1;803770,621;0;3;0
9;8;8;8;8;0;0;8;8;2;1600000;4;1600000;0;0;0;1;1;1;306; ;19;6;1607541,241;0;3;0
9;8;0;8;8;8;8;8;2;2;1920000;4;1920000;0;0;0;1;1;1;306; ;19;1;1921502,347;0;2;1
8;8;0;8;8;8;8;8;15;2;4000000;4;4000000;0;0;0;1;1;1;501; ;19;17;4003129,89;0;3;0
9;8;0;4;8;0;4;8;28;2;1600000;4;1600000;0;0;0;1;1;1;306; ;19;6;1601251,956;0;3;0
2;8;0;0;8;8;8;8;15;1;3600000;1;4580000;0;0;0;1;1;1;2404;1;19;2;4583583,725;0;3;0
2;5;0;0;5;5;5;5;9;1;3660000;1;3960000;0;0;0;1;1;1;2002;7;19;2;3963098,592;0;3;0
9;8;0;8;8;8;8;8;0;2;3900000;4;3900000;0;0;0;2;1;1;903; ;19;1;3903051,643;0;3;0
6;6;0;8;8;8;8;8;10;2;2600000;4;2600000;0;0;0;2;1;1;305; ;19;1;2602034,429;0;3;0
2;8;0;0;4;4;8;8;16;1;4080000;1;5880000;0;0;0;2;1;1;2103;5;19;1;5884600,939;0;3;0
2;4;0;0;4;4;4;4;10;1;6000000;1;6330000;0;0;0;2;1;1;2103;2;19;2;6334953,052;0;3;0
9;10;10;0;0;0;0;10;1;6;1800000;4;2400000;0;0;0;3;1;1;409; ;19;14;2381380,915;0;3;0
9;8;8;8;8;8;8;0;0;2;3600000;1;3600000;0;0;0;1;1;1;2002;7;19;2;3572071,373;0;3;0
9;8;8;0;4;8;8;8;16;2;1040000;4;1040000;0;0;0;1;1;1;304; ;19;1;1031931,73;0;3;0
9;10;8;0;5;8;8;8;18;2;1300000;4;1300000;0;0;0;1;1;1;306; ;19;2;1289914,663;0;3;0
9;0;8;10;10;0;0;0;2;6;2000000;4;2400000;0;0;0;2;1;1;303; ;19;1;2381380,915;0;3;0
9;5;5;0;5;5;5;5;0;6;400000;4;920000;0;0;0;1;1;1;1001; ;19;1;912862,684;0;3;0
9;8;8;0;5;8;8;8;4;2;2000000;1;2000000;0;0;0;1;1;1;301; ;19;2;1993764,614;0;3;0
9;8;8;0;5;8;8;8;3;2;2000000;1;2000000;0;0;0;1;1;1;306; ;19;2;1993764,614;0;3;0
9;0;0;0;0;8;0;0;20;2;320000;4;1000000;0;0;0;1;1;1;501; ;19;1;996882,307;0;2;1
9;6;6;6;6;6;6;6;15;6;600000;4;900000;0;0;0;1;1;1;407; ;19;1;897194,076;0;3;0
7;8;8;0;0;4;0;0;28;2;1200000;4;1200000;0;0;0;1;1;1;302; ;19;14;1196258,769;0;3;0
9;8;8;0;0;0;0;4;10;2;1200000;4;1200000;0;0;0;1;1;1;305; ;19;14;1196258,769;0;3;0
9;0;8;0;0;4;0;0;2;2;1000000;4;1000000;0;0;0;1;1;1;303; ;19;14;996882,307;0;3;0
8;0;0;0;8;10;10;10;11;2;2489600;1;2801000;0;0;0;1;1;1;304; ;19;1;2792267,342;0;3;0
7;8;8;0;4;8;8;8;30;2;1400000;4;1400000;0;0;0;1;1;1;304; ;19;14;1395635,23;0;3;0
8;8;8;0;8;8;8;8;24;2;1400000;4;1400000;0;0;0;1;1;1;303; ;19;14;1395635,23;0;3;0
9;0;6;0;6;6;0;0;20;6;360000;4;360000;200000;0;0;1;1;1;501; ;19;14;358877,631;0;2;1
8;12;12;0;6;12;12;12;0;2;2000000;4;2000000;0;0;0;1;1;1;306; ;19;1;1993764,614;0;2;1
8;12;12;12;12;12;12;12;10;2;2500000;1;2500000;0;0;0;2;1;1;901; ;19;2;2471020,093;0;3;0
2;8;0;0;8;8;8;8;23;1;4500000;1;4500000;0;0;0;1;1;1;2404;1;19;2;4447836,167;0;3;0
8;0;0;0;0;0;0;0;23;2;2000000;4;2000000;0;0;0;2;1;1;706; ;19;2;1976816,074;0;2;1
2;10;0;0;10;10;10;5;3;1;4700000;1;4700000;0;0;0;3;1;1;2404;1;19;2;4645517,774;0;3;0
5;9;5;9;9;9;9;9;2;2;1400000;3;1400000;0;0;0;2;1;1;903; ;19;2;1383771,252;0;2;1
9;5;0;0;5;5;5;5;8;6;1000000;4;1000000;1850000;0;0;2;1;1;903; ;19;1;988408,037;0;3;0
8;0;12;0;12;0;12;0;5;1;2600000;2;2600000;0;0;0;2;1;1;903; ;19;1;2569860,896;0;3;0
9;10;0;10;10;10;10;10;0;2;1560000;4;1810000;0;0;0;2;1;1;2002;7;19;2;1789018,547;0;3;0
2;0;8;0;0;8;8;8;15;1;5000000;1;5000000;0;0;0;1;1;1;2404;1;19;2;4984411,535;0;3;0
8;8;8;6;8;8;8;8;3;2;2000000;3;3000000;0;0;0;1;1;1;409; ;19;3;3028413,575;0;3;0
5;6;6;0;6;6;6;6;2;2;350000;4;350000;0;0;0;2;1;1;903; ;19;3;353314,917;0;3;0
2;0;0;0;0;0;0;0;23;1;6000000;1;6240000;0;0;0;3;1;1;2103;3;19;2;6299100,237;0;3;0
9;3;3;0;3;3;3;3;5;6;500000;4;700000;0;0;0;1;1;1;306; ;19;1;706629,834;0;3;0
9;8;8;0;0;8;8;8;4;2;1920000;4;1920000;0;0;0;2;1;1;2403;14;19;3;1938184,688;0;3;0
4;0;0;0;0;0;0;6;4;2;2000000;4;2000000;0;0;0;2;1;1;2404;1;19;2;2018942,384;0;3;0
7;7;5;0;6;5;6;6;4;2;3000000;4;3000000;0;0;0;2;1;1;903; ;19;16;3028413,575;0;3;0
6;0;8;8;8;8;8;8;1;2;1200000;4;1200000;0;0;0;1;1;1;503; ;19;2;1196258,769;0;2;1
9;0;0;6;6;6;6;6;19;6;300000;4;300000;0;0;0;2;1;1;606; ;19;1;299064,692;0;1;1
2;0;0;8;8;8;8;8;24;1;4740000;1;5600000;0;0;0;2;1;1;2404;1;19;2;5582540,92;0;3;0
2;0;0;8;8;8;8;8;13;1;4740000;1;4920000;3500000;0;0;2;1;1;2404;1;19;2;4904660,951;0;3;0
9;8;8;8;8;0;8;8;2;6;1400000;4;1400000;0;0;0;1;1;1;903; ;19;1;1383771,252;0;3;0
6;8;8;0;8;8;8;8;34;2;1200000;4;1200000;0;0;0;1;1;1;304; ;19;1;1190690,458;0;2;1
6;8;8;0;8;8;8;8;29;2;1440000;4;1440000;0;0;0;1;1;1;302; ;19;6;1428828,549;0;2;1
8;6;6;0;8;8;0;8;1;2;2200000;4;2200000;0;0;0;1;1;1;409; ;19;2;2182932,506;0;3;0
1;10;10;0;10;10;10;10;5;2;2500000;3;2500000;0;0;0;1;1;1;306; ;19;2;2480605,12;0;3;0
1;8;8;8;0;0;8;8;7;1;5500000;1;5500000;0;0;0;2;1;1;2404;1;19;5;5500000;0;3;0
2;6;6;6;6;6;6;6;1;1;3300000;3;3300000;0;0;0;2;1;1;2404;1;19;5;3300000;0;3;0
8;14;14;14;0;14;14;14;12;2;2400000;4;2400000;0;0;0;3;1;1;606; ;19;2;2400000;0;3;0
8;10;0;10;0;0;10;0;0;6;2000000;4;2250000;0;0;0;2;1;1;1003; ;19;1;2250000;0;3;0
9;12;12;15;0;0;12;12;20;2;1600000;4;1600000;0;0;0;1;1;1;305; ;19;15;1587587,277;0;3;0
2;0;0;12;12;12;0;0;4;1;3300000;3;3460000;0;0;0;1;1;1;2404;1;19;1;3433157,486;0;3;0
9;8;8;8;0;0;8;8;1;2;2000000;4;2000000;250000;0;0;1;1;1;304; ;19;15;1984484,096;0;3;0
2;0;0;0;0;0;0;0;6;1;2800000;1;2960000;2550000;0;0;3;1;1;2404;1;19;14;2937036,462;0;3;0
3;9;9;9;0;0;9;9;1;2;2000000;2;2000000;0;0;0;1;1;1;2404;1;19;5;1984484,096;0;3;0
5;11;11;11;0;7;11;11;4;2;2000000;4;2000000;0;0;0;1;1;1;903; ;19;3;1984484,096;0;3;0
7;10;10;10;0;4;10;10;3;2;1200000;4;1200000;0;0;0;1;1;1;306; ;19;10;1190690,458;0;2;1
5;11;11;11;11;11;11;11;3;2;2220000;4;2220000;0;0;0;2;1;1;902; ;19;3;2202777,347;0;3;0
7;9;9;9;0;0;9;9;7;2;3000000;4;3000000;400000;0;0;2;1;1;903; ;19;3;2976726,144;0;3;0
7;9;9;9;0;0;9;9;4;2;2000000;4;2000000;0;0;0;1;1;1;1403; ;19;2;1984484,096;0;3;0
8;12;12;12;12;12;12;12;5;2;1800000;4;1800000;0;0;0;2;1;1;902; ;19;2;1786035,687;0;2;1
7;10;10;10;0;0;10;10;10;2;2000000;4;2000000;0;0;0;1;1;1;409; ;19;2;1984484,096;0;3;0
9;1;1;8;1;8;1;1;20;6;1140000;4;1380000;300000;0;0;1;1;1;306; ;19;15;1375697,584;0;3;0
2;12;12;0;0;0;0;0;3;1;3300000;3;3300000;2000000;0;0;1;1;1;2404;1;19;2;3289711,613;0;3;0
6;0;5;10;10;10;10;10;20;2;1000000;4;1200000;0;0;0;1;1;1;501; ;19;2;1196258,769;0;3;0
9;0;0;8;8;8;0;0;30;2;960000;4;960000;0;0;0;1;1;1;305; ;19;1;957007,015;0;3;0
4;5;5;5;0;5;5;5;37;1;3300000;1;3300000;0;0;0;1;1;1;704; ;19;15;3315553,81;0;3;0
5;10;10;10;0;0;10;10;0;2;2500000;4;2900000;0;0;0;2;1;1;502; ;19;1;2913668,5;0;3;0
3;6;6;6;0;0;6;6;5;1;3000000;3;3000000;0;0;0;2;1;1;2404;1;19;3;3014139,827;0;3;0
7;10;10;10;0;10;10;10;2;2;4000000;3;4000000;0;0;0;2;1;1;903; ;19;16;4018853,103;0;3;0
9;8;8;0;8;8;8;8;13;6;1000000;4;1300000;0;0;0;2;1;1;1003; ;19;1;1295946,999;0;3;0
9;6;6;0;6;6;6;6;10;6;500000;4;980000;0;0;0;1;1;1;2401;14;19;1;976944,661;0;3;0
7;7;7;0;0;7;7;7;3;2;1300000;4;1300000;0;0;0;2;1;1;1003; ;19;1;1295946,999;0;3;0
9;10;0;10;10;10;10;10;2;2;2000000;4;2000000;0;0;0;3;1;1;903; ;19;2;2000000;0;3;0
7;8;0;5;8;8;8;8;4;2;1500000;4;1500000;0;0;0;1;1;1;407; ;19;2;1500000;0;2;1
9;8;0;0;8;0;0;8;26;6;480000;4;630000;0;0;0;1;1;1;302; ;19;15;630000;0;2;1
4;4;4;0;4;4;4;4;3;2;800000;3;800000;300000;0;0;1;1;1;2405;1;19;1;803770,621;0;2;1
1;0;0;0;10;10;10;10;4;2;3700000;1;3700000;0;0;0;3;1;1;2404;1;19;2;3717439,12;0;3;0
8;4;4;0;4;4;4;4;1;1;1000000;3;1000000;0;0;0;1;1;1;903; ;19;1;1004713,276;0;2;1
9;0;4;0;0;4;0;4;2;6;500000;4;500000;0;0;0;2;1;1;903; ;19;1;502356,638;0;2;1
6;8;8;8;8;0;8;8;10;2;1700000;4;1700000;0;0;0;1;2;1;302; ;19;1;1702662,49;0;3;0
9;8;8;8;8;0;8;8;1;2;400000;4;400000;0;0;0;1;1;1;306; ;19;6;400626,468;0;3;0
6;10;10;10;10;0;10;10;0;2;2400000;4;2400000;0;0;0;1;1;1;306; ;19;1;2403758,81;0;3;0
5;6;12;12;6;6;12;6;19;1;6500000;1;6500000;0;0;0;2;1;1;2301;6;19;2;6505086,072;0;3;0
1;8;8;8;0;5;8;8;5;2;5000000;3;5000000;0;0;0;3;1;1;2405;1;19;2;5003912,363;0;3;0
9;7;7;7;0;7;7;7;10;6;800000;4;1580000;400000;0;0;2;1;1;503; ;19;3;1581236,307;0;3;0
2;7;0;0;7;7;7;7;15;1;4000000;1;4000000;0;0;0;1;1;1;2404;1;19;2;4018853,103;0;3;0
9;10;0;0;10;10;10;10;0;2;1600000;4;1600000;400000;0;0;1;1;1;901; ;19;2;1607541,241;0;3;0
9;11;0;0;11;11;11;11;0;2;1000000;4;1600000;0;0;0;1;1;1;901; ;19;15;1607541,241;0;3;0
2;8;0;0;8;8;8;8;12;1;5000000;1;5000000;0;0;0;2;1;1;2103;4;19;14;5023566,379;0;3;0
9;10;10;10;0;0;10;10;20;2;2600000;4;2600000;0;0;0;1;1;1;306; ;19;1;2600000;0;2;1
6;6;6;6;0;10;10;10;6;2;1000000;4;1300000;0;0;0;2;1;1;306; ;19;1;1300000;0;1;1
2;4;1,3;3;0;0;0;0;4;1;1200000;1;1200000;0;0;0;2;1;1;2404;1;19;14;1200000;0;2;1
8;8;8;8;0;0;8;8;4;2;2600000;3;2600000;0;0;0;2;1;1;306; ;19;1;2600000;0;2;1
7;10;10;10;0;10;10;10;10;2;4000000;4;4000000;0;0;0;1;1;1;306; ;19;2;4000000;0;3;0
1;6;6;6;6;0;6;6;6;2;3600000;4;3600000;0;0;0;1;1;1;502; ;19;1;3547303,544;0;3;0
